==============================================================

Station Name : ExampleStation
Launched     : 6/15/1990 0:30:00 AM

   Time   GPM_AGL        Alt_AGL        Alt_MSL       North           East         Ascent          Press           Temp         RelHum         WSpeed          WDirn          VTemp             DP           Dens             VP        Mix_Rat            SVP
      s         m              m              m          km             km          m/min            hPa             °C              %            m/s              °             °C             °C           g/m³            hPa                           hPa
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 1158.5    6227.0         6236.4         6498.4       8.107          6.432            300         463.34         -12.35          33.47            8.5            224         -12.18          -25.2          618.5           0.80            1.1           2.38
 1158.7    6228.0         6237.4         6499.4       8.108          6.433            299         463.28         -12.35          33.49            8.5            224         -12.18          -25.2          618.5           0.80            1.1           2.37
 1158.9    6229.0         6238.4         6500.4       8.109          6.435            299         463.21         -12.36          33.51            8.5            224         -12.19          -25.2          618.4           0.80            1.1           2.37
 1159.1    6230.0         6239.4         6501.4       8.110          6.436            299         463.15         -12.36          33.55            8.5            224         -12.19          -25.2          618.3           0.80            1.1           2.37
 1159.3    6231.0         6240.4         6502.4       8.112          6.437            298         463.09         -12.37          33.62            8.5            224         -12.20          -25.2          618.3           0.80            1.1           2.37
 1159.5    6232.0         6241.4         6503.4       8.113          6.439            298         463.03         -12.37          33.68            8.5            224         -12.20          -25.1          618.2           0.80            1.1           2.37
 1159.7    6233.0         6242.4         6504.4       8.114          6.440            298         462.97         -12.38          33.74            8.5            224         -12.21          -25.1          618.1           0.80            1.1           2.37
 1159.9    6234.0         6243.4         6505.4       8.115          6.441            298         462.91         -12.39          33.80            8.5            224         -12.22          -25.1          618.0           0.80            1.1           2.37
 1160.1    6235.0         6244.4         6506.4       8.117          6.442            297         462.85         -12.40          33.85            8.5            224         -12.23          -25.1          618.0           0.80            1.1           2.37
 1160.3    6236.0         6245.4         6507.4       8.118          6.444            297         462.78         -12.41          33.90            8.5            224         -12.24          -25.1          617.9           0.80            1.1           2.36
 1160.5    6237.0         6246.4         6508.4       8.119          6.445            297         462.72         -12.42          33.95            8.5            224         -12.25          -25.1          617.9           0.80            1.1           2.36
 1160.7    6238.0         6247.4         6509.4       8.120          6.446            297         462.66         -12.43          34.00            8.4            224         -12.26          -25.1          617.8           0.80            1.1           2.36
 1160.9    6239.0         6248.5         6510.5       8.121          6.447            297         462.60         -12.45          34.05            8.4            224         -12.27          -25.1          617.8           0.80            1.1           2.36
 1161.1    6240.0         6249.5         6511.5       8.123          6.449            296         462.54         -12.45          34.10            8.4            224         -12.28          -25.1          617.7           0.80            1.1           2.36
 1161.3    6241.0         6250.5         6512.5       8.124          6.450            296         462.48         -12.46          34.15            8.4            225         -12.29          -25.1          617.6           0.80            1.1           2.35
 1161.6    6242.0         6251.5         6513.5       8.125          6.451            296         462.42         -12.47          34.19            8.4            225         -12.29          -25.1          617.6           0.80            1.1           2.35
 1161.8    6243.0         6252.5         6514.5       8.126          6.453            296         462.36         -12.47          34.24            8.4            225         -12.30          -25.0          617.5           0.81            1.1           2.35
 1162.0    6244.0         6253.5         6515.5       8.127          6.454            295         462.29         -12.48          34.29            8.4            225         -12.31          -25.0          617.4           0.81            1.1           2.35
 1162.2    6245.0         6254.5         6516.5       8.128          6.455            295         462.23         -12.49          34.29            8.4            225         -12.32          -25.0          617.4           0.81            1.1           2.35
 1162.4    6246.0         6255.5         6517.5       8.129          6.456            295         462.17         -12.50          34.29            8.4            225         -12.33          -25.1          617.3           0.80            1.1           2.35
 1162.6    6247.0         6256.5         6518.5       8.130          6.458            295         462.11         -12.51          34.29            8.4            225         -12.34          -25.1          617.3           0.80            1.1           2.35
 1162.8    6248.0         6257.5         6519.5       8.131          6.459            294         462.05         -12.52          34.28            8.4            225         -12.35          -25.1          617.2           0.80            1.1           2.34
 1163.0    6249.0         6258.5         6520.5       8.133          6.460            294         461.99         -12.53          34.28            8.4            225         -12.36          -25.1          617.2           0.80            1.1           2.34
 1163.2    6250.0         6259.5         6521.5       8.134          6.461            294         461.93         -12.53          34.23            8.3            225         -12.36          -25.1          617.1           0.80            1.1           2.34
 1163.4    6251.0         6260.5         6522.5       8.135          6.463            294         461.87         -12.53          34.19            8.3            225         -12.36          -25.1          617.0           0.80            1.1           2.34
 1163.6    6252.0         6261.5         6523.5       8.136          6.464            294         461.81         -12.54          34.15            8.3            225         -12.37          -25.1          616.9           0.80            1.1           2.34
 1163.8    6253.0         6262.5         6524.5       8.137          6.465            294         461.75         -12.54          34.10            8.3            225         -12.37          -25.1          616.9           0.80            1.1           2.34
 1164.0    6254.0         6263.5         6525.5       8.138          6.467            293         461.69         -12.54          34.06            8.3            225         -12.37          -25.2          616.8           0.80            1.1           2.34
 1164.3    6255.0         6264.5         6526.5       8.139          6.468            293         461.62         -12.56          34.02            8.3            225         -12.39          -25.2          616.7           0.79            1.1           2.34
 1164.5    6256.0         6265.5         6527.5       8.141          6.469            293         461.56         -12.57          33.98            8.3            225         -12.40          -25.2          616.7           0.79            1.1           2.33
 1164.7    6257.0         6266.5         6528.5       8.142          6.471            293         461.50         -12.58          33.94            8.3            225         -12.41          -25.2          616.6           0.79            1.1           2.33
 1164.9    6258.0         6267.5         6529.5       8.143          6.472            293         461.44         -12.59          33.90            8.3            225         -12.43          -25.3          616.6           0.79            1.1           2.33
 1165.1    6259.0         6268.5         6530.5       8.144          6.473            293         461.38         -12.60          33.87            8.3            225         -12.43          -25.3          616.5           0.79            1.1           2.33
 1165.3    6260.0         6269.5         6531.5       8.146          6.474            293         461.32         -12.60          33.86            8.3            225         -12.44          -25.3          616.4           0.79            1.1           2.33
 1165.5    6261.0         6270.5         6532.5       8.147          6.476            293         461.26         -12.61          33.85            8.2            225         -12.44          -25.3          616.4           0.79            1.1           2.33
 1165.8    6262.0         6271.5         6533.5       8.148          6.477            293         461.20         -12.61          33.85            8.2            225         -12.44          -25.3          616.3           0.79            1.1           2.33
 1166.0    6263.0         6272.5         6534.5       8.150          6.478            293         461.14         -12.61          33.84            8.2            225         -12.44          -25.3          616.2           0.79            1.1           2.33
 1166.2    6264.0         6273.5         6535.5       8.151          6.480            293         461.08         -12.62          33.81            8.2            225         -12.46          -25.3          616.2           0.79            1.1           2.32
 1166.4    6265.0         6274.5         6536.5       8.152          6.481            293         461.02         -12.64          33.79            8.2            225         -12.47          -25.3          616.1           0.78            1.1           2.32
 1166.6    6266.0         6275.5         6537.5       8.154          6.482            293         460.95         -12.65          33.76            8.2            225         -12.49          -25.4          616.1           0.78            1.1           2.32
 1166.8    6267.0         6276.5         6538.5       8.155          6.483            293         460.89         -12.67          33.74            8.2            225         -12.50          -25.4          616.0           0.78            1.1           2.32
 1167.0    6268.0         6277.5         6539.5       8.157          6.485            293         460.83         -12.68          33.71            8.2            225         -12.51          -25.4          616.0           0.78            1.1           2.31
 1167.2    6269.0         6278.5         6540.5       8.158          6.486            293         460.77         -12.69          33.67            8.2            225         -12.52          -25.4          615.9           0.78            1.1           2.31
 1167.5    6270.0         6279.5         6541.5       8.159          6.487            293         460.71         -12.69          33.63            8.2            225         -12.53          -25.4          615.9           0.78            1.1           2.31
 1167.7    6271.0         6280.5         6542.5       8.161          6.488            293         460.65         -12.70          33.60            8.2            225         -12.53          -25.5          615.8           0.78            1.0           2.31
 1167.9    6272.0         6281.5         6543.5       8.162          6.490            293         460.59         -12.71          33.56            8.2            226         -12.54          -25.5          615.7           0.77            1.0           2.31
 1168.1    6273.0         6282.5         6544.5       8.164          6.491            293         460.53         -12.71          33.53            8.2            226         -12.55          -25.5          615.7           0.77            1.0           2.31
 1168.3    6274.0         6283.5         6545.5       8.165          6.492            293         460.47         -12.72          33.52            8.2            226         -12.56          -25.5          615.6           0.77            1.0           2.30
 1168.5    6275.0         6284.5         6546.5       8.167          6.493            293         460.42         -12.73          33.51            8.2            226         -12.57          -25.5          615.5           0.77            1.0           2.30
 1168.7    6276.0         6285.5         6547.5       8.168          6.494            293         460.36         -12.74          33.49            8.1            226         -12.57          -25.5          615.5           0.77            1.0           2.30
 1168.9    6277.0         6286.5         6548.5       8.169          6.495            293         460.30         -12.75          33.48            8.1            226         -12.58          -25.5          615.4           0.77            1.0           2.30
 1169.1    6278.0         6287.5         6549.5       8.171          6.496            293         460.24         -12.76          33.46            8.1            226         -12.59          -25.6          615.4           0.77            1.0           2.30
 1169.3    6279.0         6288.6         6550.6       8.172          6.497            293         460.18         -12.77          33.42            8.1            226         -12.61          -25.6          615.3           0.77            1.0           2.30
 1169.5    6280.0         6289.6         6551.6       8.174          6.499            293         460.12         -12.78          33.39            8.1            226         -12.62          -25.6          615.3           0.77            1.0           2.29
 1169.7    6281.0         6290.6         6552.6       8.175          6.500            293         460.06         -12.80          33.36            8.1            226         -12.63          -25.6          615.2           0.76            1.0           2.29
 1169.9    6282.0         6291.6         6553.6       8.176          6.501            293         460.00         -12.81          33.33            8.1            226         -12.64          -25.6          615.2           0.76            1.0           2.29
 1170.1    6283.0         6292.6         6554.6       8.178          6.502            293         459.94         -12.81          33.31            8.1            226         -12.65          -25.7          615.1           0.76            1.0           2.29
 1170.3    6284.0         6293.6         6555.6       8.179          6.503            294         459.88         -12.82          33.29            8.1            226         -12.65          -25.7          615.0           0.76            1.0           2.29
 1170.6    6285.0         6294.6         6556.6       8.180          6.504            294         459.82         -12.82          33.27            8.1            226         -12.66          -25.7          615.0           0.76            1.0           2.29
 1170.8    6286.0         6295.6         6557.6       8.182          6.505            294         459.76         -12.83          33.26            8.1            226         -12.66          -25.7          614.9           0.76            1.0           2.29
 1171.0    6287.0         6296.6         6558.6       8.183          6.506            294         459.71         -12.83          33.24            8.1            226         -12.67          -25.7          614.8           0.76            1.0           2.28
 1171.2    6288.0         6297.6         6559.6       8.184          6.507            294         459.65         -12.84          33.24            8.1            227         -12.68          -25.7          614.8           0.76            1.0           2.28
 1171.4    6289.0         6298.6         6560.6       8.185          6.508            294         459.59         -12.86          33.24            8.1            227         -12.69          -25.7          614.7           0.76            1.0           2.28
 1171.6    6290.0         6299.6         6561.6       8.187          6.509            294         459.53         -12.87          33.25            8.1            227         -12.71          -25.7          614.7           0.76            1.0           2.28
 1171.8    6291.0         6300.6         6562.6       8.188          6.510            294         459.47         -12.89          33.25            8.1            227         -12.72          -25.7          614.7           0.76            1.0           2.27
 1172.0    6292.0         6301.6         6563.6       8.189          6.511            294         459.41         -12.90          33.26            8.1            227         -12.74          -25.8          614.6           0.76            1.0           2.27
 1172.2    6293.0         6302.6         6564.6       8.190          6.512            294         459.35         -12.91          33.28            8.1            227         -12.75          -25.8          614.6           0.76            1.0           2.27
 1172.4    6294.0         6303.6         6565.6       8.192          6.513            295         459.29         -12.92          33.30            8.1            227         -12.76          -25.8          614.5           0.76            1.0           2.27
 1172.6    6295.0         6304.6         6566.6       8.193          6.514            295         459.22         -12.94          33.32            8.1            227         -12.78          -25.8          614.4           0.75            1.0           2.27
 1172.8    6296.0         6305.6         6567.6       8.194          6.515            295         459.16         -12.95          33.34            8.1            227         -12.79          -25.8          614.4           0.75            1.0           2.26
 1173.0    6297.0         6306.6         6568.6       8.195          6.516            295         459.10         -12.96          33.36            8.1            227         -12.80          -25.8          614.3           0.75            1.0           2.26
 1173.2    6298.0         6307.6         6569.6       8.196          6.517            295         459.04         -12.97          33.34            8.1            227         -12.81          -25.8          614.3           0.75            1.0           2.26
 1173.4    6299.0         6308.6         6570.6       8.198          6.519            295         458.98         -12.97          33.32            8.1            227         -12.81          -25.8          614.2           0.75            1.0           2.26
 1173.6    6300.0         6309.6         6571.6       8.199          6.520            295         458.92         -12.98          33.30            8.0            227         -12.82          -25.8          614.1           0.75            1.0           2.26
 1173.8    6301.0         6310.6         6572.6       8.200          6.521            296         458.86         -12.99          33.28            8.0            227         -12.83          -25.8          614.1           0.75            1.0           2.26
 1174.0    6302.0         6311.6         6573.6       8.201          6.522            296         458.80         -12.99          33.26            8.0            228         -12.83          -25.8          614.0           0.75            1.0           2.26
 1174.2    6303.0         6312.6         6574.6       8.202          6.523            296         458.74         -13.00          33.27            8.0            228         -12.84          -25.8          613.9           0.75            1.0           2.25
 1174.4    6304.0         6313.6         6575.6       8.203          6.524            296         458.68         -13.00          33.29            8.0            228         -12.84          -25.8          613.9           0.75            1.0           2.25
 1174.6    6305.0         6314.6         6576.6       8.205          6.525            296         458.62         -13.00          33.30            8.0            228         -12.84          -25.8          613.8           0.75            1.0           2.25
 1174.8    6306.0         6315.6         6577.6       8.206          6.526            297         458.56         -13.01          33.31            8.0            228         -12.85          -25.8          613.7           0.75            1.0           2.25
 1175.0    6307.0         6316.6         6578.6       8.207          6.528            297         458.50         -13.01          33.31            8.0            228         -12.85          -25.8          613.7           0.75            1.0           2.25
 1175.2    6308.0         6317.6         6579.6       8.208          6.529            297         458.44         -13.03          33.32            8.0            228         -12.87          -25.8          613.6           0.75            1.0           2.25
 1175.4    6309.0         6318.6         6580.6       8.209          6.530            297         458.38         -13.05          33.32            8.0            228         -12.89          -25.9          613.6           0.75            1.0           2.24
 1175.6    6310.0         6319.6         6581.6       8.210          6.531            297         458.32         -13.07          33.33            8.0            228         -12.91          -25.9          613.6           0.75            1.0           2.24
 1175.8    6311.0         6320.6         6582.6       8.212          6.532            298         458.26         -13.09          33.33            8.0            228         -12.93          -25.9          613.5           0.75            1.0           2.24
 1176.0    6312.0         6321.6         6583.6       8.213          6.533            298         458.20         -13.10          33.34            8.0            228         -12.94          -25.9          613.5           0.75            1.0           2.24
 1176.2    6313.0         6322.6         6584.6       8.214          6.535            298         458.14         -13.11          33.36            8.0            228         -12.95          -25.9          613.4           0.75            1.0           2.23
 1176.4    6314.0         6323.6         6585.6       8.215          6.536            298         458.09         -13.11          33.38            8.0            228         -12.95          -25.9          613.3           0.75            1.0           2.23
 1176.6    6315.0         6324.6         6586.6       8.216          6.537            299         458.03         -13.11          33.40            8.0            228         -12.95          -25.9          613.3           0.75            1.0           2.23
 1176.8    6316.0         6325.6         6587.6       8.217          6.538            299         457.97         -13.12          33.42            8.0            228         -12.96          -25.9          613.2           0.75            1.0           2.23
 1177.0    6317.0         6326.6         6588.6       8.219          6.539            299         457.91         -13.12          33.44            8.0            228         -12.96          -25.9          613.1           0.75            1.0           2.23
 1177.2    6318.0         6327.6         6589.6       8.220          6.541            299         457.85         -13.13          33.47            8.0            228         -12.97          -25.9          613.1           0.75            1.0           2.23
 1177.4    6319.0         6328.7         6590.7       8.221          6.542            299         457.79         -13.13          33.50            8.0            228         -12.97          -25.9          613.0           0.75            1.0           2.23
 1177.6    6320.0         6329.7         6591.7       8.222          6.543            300         457.73         -13.14          33.53            8.0            228         -12.98          -25.9          612.9           0.75            1.0           2.23
 1177.8    6321.0         6330.7         6592.7       8.223          6.544            300         457.67         -13.15          33.55            8.0            228         -12.99          -25.9          612.9           0.75            1.0           2.23
 1178.0    6322.0         6331.7         6593.7       8.225          6.546            300         457.61         -13.15          33.58            8.0            228         -12.99          -25.9          612.8           0.75            1.0           2.23
 1178.2    6323.0         6332.7         6594.7       8.226          6.547            300         457.55         -13.16          33.58            8.0            228         -13.00          -25.9          612.7           0.75            1.0           2.22
 1178.4    6324.0         6333.7         6595.7       8.227          6.548            300         457.49         -13.17          33.59            8.0            228         -13.01          -25.9          612.7           0.75            1.0           2.22
 1178.6    6325.0         6334.7         6596.7       8.228          6.549            300         457.43         -13.18          33.59            8.0            228         -13.02          -25.9          612.6           0.75            1.0           2.22
 1178.8    6326.0         6335.7         6597.7       8.229          6.551            301         457.37         -13.19          33.60            8.0            228         -13.03          -25.9          612.6           0.75            1.0           2.22
 1179.0    6327.0         6336.7         6598.7       8.231          6.552            301         457.31         -13.20          33.60            8.0            228         -13.04          -25.9          612.5           0.74            1.0           2.22
 1179.2    6328.0         6337.7         6599.7       8.232          6.553            301         457.25         -13.21          33.58            8.0            228         -13.05          -25.9          612.4           0.74            1.0           2.22
 1179.4    6329.0         6338.7         6600.7       8.233          6.554            301         457.19         -13.21          33.55            8.0            228         -13.05          -25.9          612.4           0.74            1.0           2.21
 1179.6    6330.0         6339.7         6601.7       8.234          6.556            301         457.13         -13.22          33.53            8.0            228         -13.06          -25.9          612.3           0.74            1.0           2.21
 1179.8    6331.0         6340.7         6602.7       8.235          6.557            301         457.07         -13.23          33.51            8.0            228         -13.07          -26.0          612.2           0.74            1.0           2.21
 1180.0    6332.0         6341.7         6603.7       8.236          6.558            301         457.01         -13.23          33.48            8.0            228         -13.07          -26.0          612.2           0.74            1.0           2.21
 1180.2    6333.0         6342.7         6604.7       8.238          6.559            301         456.95         -13.23          33.48            8.0            228         -13.07          -26.0          612.1           0.74            1.0           2.21
 1180.4    6334.0         6343.7         6605.7       8.239          6.560            301         456.89         -13.23          33.47            8.0            228         -13.07          -26.0          612.0           0.74            1.0           2.21
 1180.6    6335.0         6344.7         6606.7       8.240          6.561            301         456.83         -13.23          33.46            8.0            228         -13.07          -26.0          611.9           0.74            1.0           2.21
 1180.8    6336.0         6345.7         6607.7       8.241          6.563            302         456.77         -13.23          33.46            8.1            228         -13.07          -26.0          611.9           0.74            1.0           2.21
 1181.0    6337.0         6346.7         6608.7       8.242          6.564            302         456.71         -13.23          33.45            8.1            228         -13.07          -26.0          611.8           0.74            1.0           2.21
 1181.2    6338.0         6347.7         6609.7       8.243          6.565            302         456.65         -13.25          33.45            8.1            228         -13.09          -26.0          611.7           0.74            1.0           2.21
 1181.4    6339.0         6348.7         6610.7       8.244          6.566            302         456.59         -13.26          33.45            8.1            228         -13.10          -26.0          611.7           0.74            1.0           2.21
 1181.6    6340.0         6349.7         6611.7       8.245          6.567            302         456.53         -13.27          33.45            8.1            228         -13.12          -26.0          611.6           0.74            1.0           2.20
 1181.8    6341.0         6350.7         6612.7       8.246          6.568            302         456.47         -13.29          33.45            8.1            228         -13.13          -26.0          611.6           0.74            1.0           2.20
 1182.0    6342.0         6351.7         6613.7       8.247          6.570            302         456.41         -13.30          33.45            8.1            228         -13.14          -26.0          611.5           0.74            1.0           2.20
 1182.2    6343.0         6352.7         6614.7       8.248          6.571            302         456.35         -13.30          33.42            8.1            228         -13.15          -26.1          611.5           0.73            1.0           2.20
 1182.4    6344.0         6353.7         6615.7       8.249          6.572            302         456.29         -13.31          33.39            8.1            228         -13.15          -26.1          611.4           0.73            1.0           2.20
 1182.6    6345.0         6354.7         6616.7       8.250          6.573            302         456.23         -13.31          33.35            8.1            228         -13.15          -26.1          611.3           0.73            1.0           2.20
 1182.8    6346.0         6355.7         6617.7       8.251          6.574            302         456.17         -13.31          33.31            8.1            228         -13.15          -26.1          611.2           0.73            1.0           2.20
 1183.0    6347.0         6356.7         6618.7       8.252          6.575            302         456.11         -13.31          33.28            8.1            228         -13.16          -26.1          611.2           0.73            1.0           2.20
 1183.2    6348.0         6357.7         6619.7       8.254          6.576            303         456.05         -13.33          33.28            8.1            228         -13.17          -26.1          611.1           0.73            1.0           2.19
 1183.4    6349.0         6358.7         6620.7       8.255          6.578            303         455.99         -13.35          33.29            8.1            228         -13.19          -26.1          611.1           0.73            1.0           2.19
 1183.6    6350.0         6359.7         6621.7       8.256          6.579            303         455.92         -13.37          33.30            8.1            228         -13.21          -26.2          611.0           0.73            1.0           2.19
 1183.8    6351.0         6360.7         6622.7       8.257          6.580            303         455.86         -13.38          33.31            8.1            228         -13.23          -26.2          611.0           0.73            1.0           2.18
 1184.0    6352.0         6361.7         6623.7       8.258          6.581            303         455.80         -13.40          33.31            8.1            228         -13.24          -26.2          611.0           0.73            1.0           2.18
 1184.2    6353.0         6362.7         6624.7       8.259          6.582            303         455.74         -13.41          33.31            8.1            229         -13.25          -26.2          610.9           0.73            1.0           2.18
 1184.4    6354.0         6363.7         6625.7       8.260          6.584            303         455.68         -13.41          33.32            8.1            229         -13.25          -26.2          610.8           0.73            1.0           2.18
 1184.6    6355.0         6364.7         6626.7       8.261          6.585            303         455.62         -13.41          33.32            8.1            229         -13.26          -26.2          610.8           0.73            1.0           2.18
 1184.8    6356.0         6365.7         6627.7       8.262          6.586            303         455.56         -13.42          33.32            8.1            229         -13.26          -26.2          610.7           0.73            1.0           2.18
 1185.0    6357.0         6366.7         6628.7       8.263          6.587            303         455.50         -13.42          33.32            8.1            229         -13.27          -26.2          610.6           0.73            1.0           2.18
 1185.2    6358.0         6367.8         6629.8       8.264          6.588            303         455.44         -13.44          33.31            8.1            229         -13.28          -26.2          610.6           0.72            1.0           2.18
 1185.4    6359.0         6368.8         6630.8       8.265          6.589            303         455.38         -13.45          33.30            8.1            229         -13.29          -26.2          610.5           0.72            1.0           2.17
 1185.6    6360.0         6369.8         6631.8       8.266          6.591            303         455.32         -13.46          33.29            8.1            229         -13.31          -26.2          610.5           0.72            1.0           2.17
 1185.8    6361.0         6370.8         6632.8       8.267          6.592            303         455.26         -13.48          33.28            8.1            229         -13.32          -26.3          610.4           0.72            1.0           2.17
 1186.0    6362.0         6371.8         6633.8       8.268          6.593            303         455.20         -13.49          33.27            8.1            229         -13.34          -26.3          610.4           0.72            1.0           2.17
 1186.2    6363.0         6372.8         6634.8       8.269          6.594            303         455.14         -13.50          33.29            8.1            229         -13.35          -26.3          610.3           0.72            1.0           2.16
 1186.4    6364.0         6373.8         6635.8       8.270          6.595            303         455.08         -13.51          33.31            8.1            229         -13.36          -26.3          610.3           0.72            1.0           2.16
 1186.6    6365.0         6374.8         6636.8       8.271          6.596            303         455.02         -13.52          33.34            8.1            229         -13.37          -26.3          610.2           0.72            1.0           2.16
 1186.7    6366.0         6375.8         6637.8       8.272          6.598            303         454.96         -13.53          33.36            8.1            229         -13.38          -26.3          610.1           0.72            1.0           2.16
 1186.9    6367.0         6376.8         6638.8       8.273          6.599            303         454.90         -13.54          33.38            8.1            229         -13.39          -26.3          610.1           0.72            1.0           2.16
 1187.1    6368.0         6377.8         6639.8       8.274          6.600            303         454.84         -13.55          33.38            8.1            229         -13.39          -26.3          610.0           0.72            1.0           2.16
 1187.3    6369.0         6378.8         6640.8       8.275          6.601            303         454.78         -13.55          33.37            8.1            229         -13.40          -26.3          610.0           0.72            1.0           2.15
 1187.5    6370.0         6379.8         6641.8       8.276          6.602            303         454.72         -13.56          33.36            8.1            229         -13.40          -26.3          609.9           0.72            1.0           2.15
 1187.7    6371.0         6380.8         6642.8       8.277          6.603            303         454.66         -13.57          33.35            8.1            229         -13.41          -26.3          609.8           0.72            1.0           2.15
 1187.9    6372.0         6381.8         6643.8       8.279          6.604            303         454.60         -13.57          33.33            8.1            229         -13.42          -26.3          609.8           0.72            1.0           2.15
 1188.1    6373.0         6382.8         6644.8       8.280          6.606            303         454.53         -13.58          33.32            8.1            229         -13.43          -26.3          609.7           0.72            1.0           2.15
 1188.3    6374.0         6383.8         6645.8       8.281          6.607            303         454.47         -13.59          33.31            8.1            229         -13.44          -26.4          609.6           0.72            1.0           2.15
 1188.5    6375.0         6384.8         6646.8       8.282          6.608            303         454.41         -13.61          33.29            8.1            230         -13.45          -26.4          609.6           0.71            1.0           2.15
 1188.7    6376.0         6385.8         6647.8       8.283          6.609            303         454.35         -13.62          33.28            8.0            230         -13.46          -26.4          609.5           0.71            1.0           2.14
 1188.9    6377.0         6386.8         6648.8       8.284          6.610            303         454.29         -13.63          33.27            8.0            230         -13.47          -26.4          609.5           0.71            1.0           2.14
 1189.1    6378.0         6387.8         6649.8       8.285          6.611            303         454.23         -13.64          33.24            8.0            230         -13.48          -26.4          609.4           0.71            1.0           2.14
 1189.3    6379.0         6388.8         6650.8       8.286          6.612            303         454.17         -13.64          33.22            8.0            230         -13.49          -26.4          609.3           0.71            1.0           2.14
 1189.5    6380.0         6389.8         6651.8       8.287          6.613            303         454.11         -13.64          33.19            8.0            230         -13.49          -26.4          609.3           0.71            1.0           2.14
 1189.7    6381.0         6390.8         6652.8       8.288          6.614            303         454.04         -13.65          33.16            8.0            230         -13.49          -26.5          609.2           0.71            1.0           2.14
 1189.9    6382.0         6391.8         6653.8       8.289          6.616            303         453.98         -13.65          33.13            8.0            230         -13.50          -26.5          609.1           0.71            1.0           2.14
 1190.1    6383.0         6392.8         6654.8       8.290          6.617            303         453.92         -13.66          33.11            8.0            230         -13.51          -26.5          609.1           0.71            1.0           2.14
 1190.3    6384.0         6393.8         6655.8       8.291          6.618            303         453.86         -13.67          33.09            8.0            230         -13.52          -26.5          609.0           0.71            1.0           2.13
 1190.5    6385.0         6394.8         6656.8       8.292          6.619            303         453.80         -13.68          33.07            8.0            230         -13.53          -26.5          608.9           0.71            1.0           2.13
 1190.7    6386.0         6395.8         6657.8       8.293          6.620            303         453.74         -13.69          33.04            8.0            230         -13.54          -26.5          608.9           0.70            1.0           2.13
 1190.9    6387.0         6396.8         6658.8       8.294          6.621            303         453.68         -13.70          33.02            8.0            230         -13.55          -26.5          608.8           0.70            1.0           2.13
 1191.1    6388.0         6397.8         6659.8       8.295          6.622            303         453.62         -13.71          32.98            8.0            230         -13.56          -26.6          608.8           0.70            1.0           2.13
 1191.3    6389.0         6398.8         6660.8       8.296          6.623            303         453.55         -13.73          32.90            8.0            230         -13.57          -26.6          608.7           0.70            1.0           2.12
 1191.5    6390.0         6399.8         6661.8       8.297          6.624            303         453.49         -13.74          32.83            8.0            230         -13.59          -26.6          608.7           0.70            1.0           2.12
 1191.7    6391.0         6400.8         6662.8       8.298          6.625            303         453.43         -13.75          32.76            8.0            230         -13.60          -26.7          608.6           0.69            1.0           2.12
 1191.9    6392.0         6401.8         6663.8       8.298          6.626            303         453.37         -13.77          32.69            8.0            230         -13.62          -26.7          608.6           0.69            1.0           2.12
 1192.1    6393.0         6402.8         6664.8       8.299          6.628            303         453.31         -13.78          32.64            8.0            230         -13.63          -26.7          608.5           0.69            0.9           2.12
 1192.3    6394.0         6403.8         6665.8       8.300          6.629            303         453.25         -13.78          32.61            8.0            230         -13.63          -26.8          608.5           0.69            0.9           2.12
 1192.5    6395.0         6404.8         6666.8       8.301          6.630            303         453.19         -13.78          32.57            8.0            230         -13.64          -26.8          608.4           0.69            0.9           2.11
 1192.7    6396.0         6405.8         6667.8       8.302          6.631            303         453.13         -13.79          32.54            8.0            230         -13.64          -26.8          608.3           0.69            0.9           2.11
 1192.9    6397.0         6406.8         6668.8       8.303          6.632            303         453.07         -13.79          32.51            8.0            231         -13.64          -26.8          608.2           0.69            0.9           2.11
 1193.1    6398.0         6407.9         6669.9       8.304          6.633            303         453.01         -13.80          32.49            8.0            231         -13.65          -26.8          608.2           0.69            0.9           2.11
 1193.3    6399.0         6408.9         6670.9       8.305          6.634            303         452.94         -13.82          32.47            8.0            231         -13.67          -26.8          608.1           0.68            0.9           2.11
 1193.5    6400.0         6409.9         6671.9       8.305          6.635            303         452.88         -13.84          32.46            8.0            231         -13.69          -26.9          608.1           0.68            0.9           2.11
 1193.7    6401.0         6410.9         6672.9       8.306          6.636            303         452.82         -13.86          32.44            8.0            231         -13.71          -26.9          608.1           0.68            0.9           2.10
 1193.9    6402.0         6411.9         6673.9       8.307          6.637            303         452.76         -13.88          32.43            8.0            231         -13.73          -26.9          608.0           0.68            0.9           2.10
